,date,region,sales
23100,2020-05-11,north,1674.0
23101,2020-05-11,south,1554.0
23102,2020-05-11,east,1680.0
23103,2020-05-11,west,1575.0
23128,2020-05-12,north,1500.0
23129,2020-05-12,south,1791.0
23130,2020-05-12,east,1614.0
23131,2020-05-12,west,1695.0
23156,2020-05-13,north,1767.0
23157,2020-05-13,south,1725.0
23158,2020-05-13,east,1701.0
23159,2020-05-13,west,1629.0
23184,2020-05-14,north,1656.0
23185,2020-05-14,south,1713.0
23186,2020-05-14,east,1737.0
23187,2020-05-14,west,1671.0
23212,2020-05-15,north,1533.0
23213,2020-05-15,south,1644.0
23214,2020-05-15,east,1560.0
23215,2020-05-15,west,1740.0
23240,2020-05-16,north,1767.0
23241,2020-05-16,south,1791.0
23242,2020-05-16,east,1509.0
23243,2020-05-16,west,1614.0
23268,2020-05-17,north,1566.0
23269,2020-05-17,south,1758.0
23270,2020-05-17,east,1668.0
23271,2020-05-17,west,1707.0
23296,2020-05-18,north,1638.0
23297,2020-05-18,south,1596.0
23298,2020-05-18,east,1767.0
23299,2020-05-18,west,1683.0
23324,2020-05-19,north,1641.0
23325,2020-05-19,south,1713.0
23326,2020-05-19,east,1515.0
23327,2020-05-19,west,1602.0
23352,2020-05-20,north,1575.0
23353,2020-05-20,south,1791.0
23354,2020-05-20,east,1545.0
23355,2020-05-20,west,1686.0
23380,2020-05-21,north,1587.0
23381,2020-05-21,south,1791.0
23382,2020-05-21,east,1653.0
23383,2020-05-21,west,1671.0
23408,2020-05-22,north,1542.0
23409,2020-05-22,south,1686.0
23410,2020-05-22,east,1569.0
23411,2020-05-22,west,1518.0
23436,2020-05-23,north,1620.0
23437,2020-05-23,south,1536.0
23438,2020-05-23,east,1713.0
23439,2020-05-23,west,1788.0
23464,2020-05-24,north,1773.0
23465,2020-05-24,south,1785.0
23466,2020-05-24,east,1509.0
23467,2020-05-24,west,1713.0
23492,2020-05-25,north,1536.0
23493,2020-05-25,south,1704.0
23494,2020-05-25,east,1563.0
23495,2020-05-25,west,1539.0
23520,2020-05-26,north,1545.0
23521,2020-05-26,south,1530.0
23522,2020-05-26,east,1758.0
23523,2020-05-26,west,1656.0
23548,2020-05-27,north,1563.0
23549,2020-05-27,south,1758.0
23550,2020-05-27,east,1656.0
23551,2020-05-27,west,1707.0
23576,2020-05-28,north,1581.0
23577,2020-05-28,south,1569.0
23578,2020-05-28,east,1533.0
23579,2020-05-28,west,1566.0
23604,2020-05-29,north,1722.0
23605,2020-05-29,south,1602.0
23606,2020-05-29,east,1698.0
23607,2020-05-29,west,1566.0
23632,2020-05-30,north,1599.0
23633,2020-05-30,south,1788.0
23634,2020-05-30,east,1743.0
23635,2020-05-30,west,1647.0
23660,2020-05-31,north,1566.0
23661,2020-05-31,south,1608.0
23662,2020-05-31,east,1791.0
23663,2020-05-31,west,1764.0
23688,2020-06-01,north,1752.0
23689,2020-06-01,south,1608.0
23690,2020-06-01,east,1554.0
23691,2020-06-01,west,1710.0
23716,2020-06-02,north,1677.0
23717,2020-06-02,south,1794.0
23718,2020-06-02,east,1800.0
23719,2020-06-02,west,1767.0
23744,2020-06-03,north,1782.0
23745,2020-06-03,south,1584.0
23746,2020-06-03,east,1545.0
23747,2020-06-03,west,1617.0
23772,2020-06-04,north,1644.0
23773,2020-06-04,south,1527.0
23774,2020-06-04,east,1707.0
23775,2020-06-04,west,1773.0
23800,2020-06-05,north,1587.0
23801,2020-06-05,south,1632.0
23802,2020-06-05,east,1569.0
23803,2020-06-05,west,1566.0
23828,2020-06-06,north,1683.0
23829,2020-06-06,south,1689.0
23830,2020-06-06,east,1704.0
23831,2020-06-06,west,1749.0
23856,2020-06-07,north,1620.0
23857,2020-06-07,south,1650.0
23858,2020-06-07,east,1743.0
23859,2020-06-07,west,1674.0
23884,2020-06-08,north,1527.0
23885,2020-06-08,south,1638.0
23886,2020-06-08,east,1584.0
23887,2020-06-08,west,1695.0
23912,2020-06-09,north,1503.0
23913,2020-06-09,south,1569.0
23914,2020-06-09,east,1572.0
23915,2020-06-09,west,1593.0
23940,2020-06-10,north,1761.0
23941,2020-06-10,south,1512.0
23942,2020-06-10,east,1617.0
23943,2020-06-10,west,1593.0
23968,2020-06-11,north,1590.0
23969,2020-06-11,south,1611.0
23970,2020-06-11,east,1719.0
23971,2020-06-11,west,1719.0
23996,2020-06-12,north,1512.0
23997,2020-06-12,south,1776.0
23998,2020-06-12,east,1575.0
23999,2020-06-12,west,1746.0
24024,2020-06-13,north,1581.0
24025,2020-06-13,south,1689.0
24026,2020-06-13,east,1776.0
24027,2020-06-13,west,1560.0
24052,2020-06-14,north,1734.0
24053,2020-06-14,south,1788.0
24054,2020-06-14,east,1743.0
24055,2020-06-14,west,1719.0
24080,2020-06-15,north,1542.0
24081,2020-06-15,south,1758.0
24082,2020-06-15,east,1674.0
24083,2020-06-15,west,1584.0
24108,2020-06-16,north,1668.0
24109,2020-06-16,south,1620.0
24110,2020-06-16,east,1695.0
24111,2020-06-16,west,1638.0
24136,2020-06-17,north,1554.0
24137,2020-06-17,south,1659.0
24138,2020-06-17,east,1734.0
24139,2020-06-17,west,1527.0
24164,2020-06-18,north,1611.0
24165,2020-06-18,south,1734.0
24166,2020-06-18,east,1743.0
24167,2020-06-18,west,1557.0
24192,2020-06-19,north,1800.0
24193,2020-06-19,south,1536.0
24194,2020-06-19,east,1578.0
24195,2020-06-19,west,1515.0
24220,2020-06-20,north,1647.0
24221,2020-06-20,south,1641.0
24222,2020-06-20,east,1614.0
24223,2020-06-20,west,1518.0
24248,2020-06-21,north,1755.0
24249,2020-06-21,south,1620.0
24250,2020-06-21,east,1725.0
24251,2020-06-21,west,1668.0
24276,2020-06-22,north,1761.0
24277,2020-06-22,south,1542.0
24278,2020-06-22,east,1539.0
24279,2020-06-22,west,1524.0
24304,2020-06-23,north,1767.0
24305,2020-06-23,south,1581.0
24306,2020-06-23,east,1770.0
24307,2020-06-23,west,1758.0
24332,2020-06-24,north,1617.0
24333,2020-06-24,south,1518.0
24334,2020-06-24,east,1791.0
24335,2020-06-24,west,1695.0
24360,2020-06-25,north,1503.0
24361,2020-06-25,south,1794.0
24362,2020-06-25,east,1638.0
24363,2020-06-25,west,1536.0
24388,2020-06-26,north,1707.0
24389,2020-06-26,south,1578.0
24390,2020-06-26,east,1719.0
24391,2020-06-26,west,1728.0
24416,2020-06-27,north,1644.0
24417,2020-06-27,south,1527.0
24418,2020-06-27,east,1578.0
24419,2020-06-27,west,1623.0
24444,2020-06-28,north,1608.0
24445,2020-06-28,south,1779.0
24446,2020-06-28,east,1689.0
24447,2020-06-28,west,1629.0
24472,2020-06-29,north,1722.0
24473,2020-06-29,south,1662.0
24474,2020-06-29,east,1662.0
24475,2020-06-29,west,1503.0
24500,2020-06-30,north,1794.0
24501,2020-06-30,south,1572.0
24502,2020-06-30,east,1668.0
24503,2020-06-30,west,1647.0
24528,2020-07-01,north,1632.0
24529,2020-07-01,south,1578.0
24530,2020-07-01,east,1650.0
24531,2020-07-01,west,1797.0
24556,2020-07-02,north,1734.0
24557,2020-07-02,south,1734.0
24558,2020-07-02,east,1581.0
24559,2020-07-02,west,1665.0
24584,2020-07-03,north,1695.0
24585,2020-07-03,south,1701.0
24586,2020-07-03,east,1584.0
24587,2020-07-03,west,1518.0
24612,2020-07-04,north,1737.0
24613,2020-07-04,south,1656.0
24614,2020-07-04,east,1695.0
24615,2020-07-04,west,1563.0
24640,2020-07-05,north,1788.0
24641,2020-07-05,south,1746.0
24642,2020-07-05,east,1647.0
24643,2020-07-05,west,1527.0
24668,2020-07-06,north,1548.0
24669,2020-07-06,south,1572.0
24670,2020-07-06,east,1569.0
24671,2020-07-06,west,1527.0
24696,2020-07-07,north,1500.0
24697,2020-07-07,south,1791.0
24698,2020-07-07,east,1656.0
24699,2020-07-07,west,1743.0
24724,2020-07-08,north,1563.0
24725,2020-07-08,south,1722.0
24726,2020-07-08,east,1758.0
24727,2020-07-08,west,1524.0
24752,2020-07-09,north,1788.0
24753,2020-07-09,south,1713.0
24754,2020-07-09,east,1596.0
24755,2020-07-09,west,1716.0
24780,2020-07-10,north,1587.0
24781,2020-07-10,south,1509.0
24782,2020-07-10,east,1698.0
24783,2020-07-10,west,1515.0
24808,2020-07-11,north,1500.0
24809,2020-07-11,south,1689.0
24810,2020-07-11,east,1554.0
24811,2020-07-11,west,1509.0
24836,2020-07-12,north,1746.0
24837,2020-07-12,south,1572.0
24838,2020-07-12,east,1773.0
24839,2020-07-12,west,1596.0
24864,2020-07-13,north,1680.0
24865,2020-07-13,south,1764.0
24866,2020-07-13,east,1782.0
24867,2020-07-13,west,1728.0
24892,2020-07-14,north,1557.0
24893,2020-07-14,south,1515.0
24894,2020-07-14,east,1695.0
24895,2020-07-14,west,1500.0
24920,2020-07-15,north,1542.0
24921,2020-07-15,south,1740.0
24922,2020-07-15,east,1647.0
24923,2020-07-15,west,1596.0
24948,2020-07-16,north,1515.0
24949,2020-07-16,south,1731.0
24950,2020-07-16,east,1605.0
24951,2020-07-16,west,1791.0
24976,2020-07-17,north,1794.0
24977,2020-07-17,south,1677.0
24978,2020-07-17,east,1641.0
24979,2020-07-17,west,1773.0
25004,2020-07-18,north,1623.0
25005,2020-07-18,south,1707.0
25006,2020-07-18,east,1749.0
25007,2020-07-18,west,1797.0
25032,2020-07-19,north,1614.0
25033,2020-07-19,south,1653.0
25034,2020-07-19,east,1674.0
25035,2020-07-19,west,1779.0
25060,2020-07-20,north,1797.0
25061,2020-07-20,south,1560.0
25062,2020-07-20,east,1638.0
25063,2020-07-20,west,1716.0
25088,2020-07-21,north,1572.0
25089,2020-07-21,south,1767.0
25090,2020-07-21,east,1689.0
25091,2020-07-21,west,1734.0
25116,2020-07-22,north,1668.0
25117,2020-07-22,south,1728.0
25118,2020-07-22,east,1668.0
25119,2020-07-22,west,1584.0
25144,2020-07-23,north,1692.0
25145,2020-07-23,south,1710.0
25146,2020-07-23,east,1758.0
25147,2020-07-23,west,1545.0
25172,2020-07-24,north,1530.0
25173,2020-07-24,south,1530.0
25174,2020-07-24,east,1575.0
25175,2020-07-24,west,1776.0
25200,2020-07-25,north,1794.0
25201,2020-07-25,south,1647.0
25202,2020-07-25,east,1611.0
25203,2020-07-25,west,1704.0
25228,2020-07-26,north,1569.0
25229,2020-07-26,south,1659.0
25230,2020-07-26,east,1575.0
25231,2020-07-26,west,1788.0
25256,2020-07-27,north,1602.0
25257,2020-07-27,south,1620.0
25258,2020-07-27,east,1530.0
25259,2020-07-27,west,1608.0
25284,2020-07-28,north,1800.0
25285,2020-07-28,south,1506.0
25286,2020-07-28,east,1608.0
25287,2020-07-28,west,1581.0
25312,2020-07-29,north,1533.0
25313,2020-07-29,south,1686.0
25314,2020-07-29,east,1773.0
25315,2020-07-29,west,1644.0
25340,2020-07-30,north,1722.0
25341,2020-07-30,south,1584.0
25342,2020-07-30,east,1596.0
25343,2020-07-30,west,1512.0
25368,2020-07-31,north,1527.0
25369,2020-07-31,south,1530.0
25370,2020-07-31,east,1533.0
25371,2020-07-31,west,1530.0
25396,2020-08-01,north,1788.0
25397,2020-08-01,south,1596.0
25398,2020-08-01,east,1680.0
25399,2020-08-01,west,1671.0
25424,2020-08-02,north,1656.0
25425,2020-08-02,south,1716.0
25426,2020-08-02,east,1623.0
25427,2020-08-02,west,1596.0
25452,2020-08-03,north,1665.0
25453,2020-08-03,south,1650.0
25454,2020-08-03,east,1503.0
25455,2020-08-03,west,1665.0
25480,2020-08-04,north,1539.0
25481,2020-08-04,south,1659.0
25482,2020-08-04,east,1602.0
25483,2020-08-04,west,1719.0
25508,2020-08-05,north,1749.0
25509,2020-08-05,south,1548.0
25510,2020-08-05,east,1653.0
25511,2020-08-05,west,1662.0
25536,2020-08-06,north,1770.0
25537,2020-08-06,south,1710.0
25538,2020-08-06,east,1509.0
25539,2020-08-06,west,1545.0
25564,2020-08-07,north,1740.0
25565,2020-08-07,south,1524.0
25566,2020-08-07,east,1641.0
25567,2020-08-07,west,1710.0
25592,2020-08-08,north,1728.0
25593,2020-08-08,south,1695.0
25594,2020-08-08,east,1716.0
25595,2020-08-08,west,1785.0
25620,2020-08-09,north,1617.0
25621,2020-08-09,south,1752.0
25622,2020-08-09,east,1734.0
25623,2020-08-09,west,1521.0
25648,2020-08-10,north,1545.0
25649,2020-08-10,south,1722.0
25650,2020-08-10,east,1647.0
25651,2020-08-10,west,1530.0
25676,2020-08-11,north,1632.0
25677,2020-08-11,south,1620.0
25678,2020-08-11,east,1551.0
25679,2020-08-11,west,1557.0
25704,2020-08-12,north,1737.0
25705,2020-08-12,south,1749.0
25706,2020-08-12,east,1704.0
25707,2020-08-12,west,1671.0
25732,2020-08-13,north,1500.0
25733,2020-08-13,south,1500.0
25734,2020-08-13,east,1701.0
25735,2020-08-13,west,1785.0
25760,2020-08-14,north,1542.0
25761,2020-08-14,south,1791.0
25762,2020-08-14,east,1716.0
25763,2020-08-14,west,1665.0
25788,2020-08-15,north,1740.0
25789,2020-08-15,south,1632.0
25790,2020-08-15,east,1560.0
25791,2020-08-15,west,1689.0
25816,2020-08-16,north,1749.0
25817,2020-08-16,south,1605.0
25818,2020-08-16,east,1629.0
25819,2020-08-16,west,1728.0
25844,2020-08-17,north,1554.0
25845,2020-08-17,south,1629.0
25846,2020-08-17,east,1698.0
25847,2020-08-17,west,1635.0
25872,2020-08-18,north,1761.0
25873,2020-08-18,south,1566.0
25874,2020-08-18,east,1692.0
25875,2020-08-18,west,1563.0
25900,2020-08-19,north,1662.0
25901,2020-08-19,south,1635.0
25902,2020-08-19,east,1674.0
25903,2020-08-19,west,1602.0
25928,2020-08-20,north,1686.0
25929,2020-08-20,south,1506.0
25930,2020-08-20,east,1515.0
25931,2020-08-20,west,1779.0
25956,2020-08-21,north,1557.0
25957,2020-08-21,south,1551.0
25958,2020-08-21,east,1521.0
25959,2020-08-21,west,1710.0
25984,2020-08-22,north,1563.0
25985,2020-08-22,south,1683.0
25986,2020-08-22,east,1791.0
25987,2020-08-22,west,1773.0
26012,2020-08-23,north,1716.0
26013,2020-08-23,south,1731.0
26014,2020-08-23,east,1593.0
26015,2020-08-23,west,1788.0
26040,2020-08-24,north,1785.0
26041,2020-08-24,south,1647.0
26042,2020-08-24,east,1755.0
26043,2020-08-24,west,1665.0
26068,2020-08-25,north,1545.0
26069,2020-08-25,south,1755.0
26070,2020-08-25,east,1605.0
26071,2020-08-25,west,1548.0
26096,2020-08-26,north,1533.0
26097,2020-08-26,south,1752.0
26098,2020-08-26,east,1758.0
26099,2020-08-26,west,1767.0
26124,2020-08-27,north,1761.0
26125,2020-08-27,south,1671.0
26126,2020-08-27,east,1551.0
26127,2020-08-27,west,1686.0
26152,2020-08-28,north,1788.0
26153,2020-08-28,south,1551.0
26154,2020-08-28,east,1554.0
26155,2020-08-28,west,1623.0
26180,2020-08-29,north,1698.0
26181,2020-08-29,south,1659.0
26182,2020-08-29,east,1593.0
26183,2020-08-29,west,1674.0
26208,2020-08-30,north,1800.0
26209,2020-08-30,south,1554.0
26210,2020-08-30,east,1713.0
26211,2020-08-30,west,1611.0
26236,2020-08-31,north,1797.0
26237,2020-08-31,south,1581.0
26238,2020-08-31,east,1623.0
26239,2020-08-31,west,1515.0
26264,2020-09-01,north,1797.0
26265,2020-09-01,south,1704.0
26266,2020-09-01,east,1539.0
26267,2020-09-01,west,1617.0
26292,2020-09-02,north,1737.0
26293,2020-09-02,south,1635.0
26294,2020-09-02,east,1671.0
26295,2020-09-02,west,1632.0
26320,2020-09-03,north,1575.0
26321,2020-09-03,south,1713.0
26322,2020-09-03,east,1581.0
26323,2020-09-03,west,1719.0
26348,2020-09-04,north,1533.0
26349,2020-09-04,south,1539.0
26350,2020-09-04,east,1569.0
26351,2020-09-04,west,1743.0
26376,2020-09-05,north,1620.0
26377,2020-09-05,south,1743.0
26378,2020-09-05,east,1563.0
26379,2020-09-05,west,1764.0
26404,2020-09-06,north,1638.0
26405,2020-09-06,south,1734.0
26406,2020-09-06,east,1794.0
26407,2020-09-06,west,1782.0
26432,2020-09-07,north,1509.0
26433,2020-09-07,south,1749.0
26434,2020-09-07,east,1608.0
26435,2020-09-07,west,1794.0
26460,2020-09-08,north,1710.0
26461,2020-09-08,south,1536.0
26462,2020-09-08,east,1539.0
26463,2020-09-08,west,1512.0
26488,2020-09-09,north,1578.0
26489,2020-09-09,south,1575.0
26490,2020-09-09,east,1551.0
26491,2020-09-09,west,1650.0
26516,2020-09-10,north,1662.0
26517,2020-09-10,south,1767.0
26518,2020-09-10,east,1596.0
26519,2020-09-10,west,1710.0
26544,2020-09-11,north,1764.0
26545,2020-09-11,south,1722.0
26546,2020-09-11,east,1611.0
26547,2020-09-11,west,1656.0
26572,2020-09-12,north,1602.0
26573,2020-09-12,south,1686.0
26574,2020-09-12,east,1599.0
26575,2020-09-12,west,1800.0
26600,2020-09-13,north,1503.0
26601,2020-09-13,south,1554.0
26602,2020-09-13,east,1554.0
26603,2020-09-13,west,1575.0
26628,2020-09-14,north,1647.0
26629,2020-09-14,south,1776.0
26630,2020-09-14,east,1788.0
26631,2020-09-14,west,1791.0
26656,2020-09-15,north,1542.0
26657,2020-09-15,south,1782.0
26658,2020-09-15,east,1620.0
26659,2020-09-15,west,1641.0
26684,2020-09-16,north,1590.0
26685,2020-09-16,south,1734.0
26686,2020-09-16,east,1710.0
26687,2020-09-16,west,1641.0
26712,2020-09-17,north,1611.0
26713,2020-09-17,south,1581.0
26714,2020-09-17,east,1596.0
26715,2020-09-17,west,1539.0
26740,2020-09-18,north,1764.0
26741,2020-09-18,south,1584.0
26742,2020-09-18,east,1701.0
26743,2020-09-18,west,1518.0
26768,2020-09-19,north,1692.0
26769,2020-09-19,south,1743.0
26770,2020-09-19,east,1737.0
26771,2020-09-19,west,1590.0
26796,2020-09-20,north,1623.0
26797,2020-09-20,south,1521.0
26798,2020-09-20,east,1590.0
26799,2020-09-20,west,1677.0
26824,2020-09-21,north,1776.0
26825,2020-09-21,south,1629.0
26826,2020-09-21,east,1776.0
26827,2020-09-21,west,1728.0
26852,2020-09-22,north,1776.0
26853,2020-09-22,south,1629.0
26854,2020-09-22,east,1539.0
26855,2020-09-22,west,1563.0
26880,2020-09-23,north,1506.0
26881,2020-09-23,south,1698.0
26882,2020-09-23,east,1734.0
26883,2020-09-23,west,1557.0
26908,2020-09-24,north,1527.0
26909,2020-09-24,south,1761.0
26910,2020-09-24,east,1560.0
26911,2020-09-24,west,1650.0
26936,2020-09-25,north,1533.0
26937,2020-09-25,south,1602.0
26938,2020-09-25,east,1743.0
26939,2020-09-25,west,1617.0
26964,2020-09-26,north,1536.0
26965,2020-09-26,south,1773.0
26966,2020-09-26,east,1521.0
26967,2020-09-26,west,1542.0
26992,2020-09-27,north,1737.0
26993,2020-09-27,south,1509.0
26994,2020-09-27,east,1626.0
26995,2020-09-27,west,1584.0
27020,2020-09-28,north,1671.0
27021,2020-09-28,south,1680.0
27022,2020-09-28,east,1599.0
27023,2020-09-28,west,1776.0
27048,2020-09-29,north,1674.0
27049,2020-09-29,south,1728.0
27050,2020-09-29,east,1551.0
27051,2020-09-29,west,1641.0
27076,2020-09-30,north,1614.0
27077,2020-09-30,south,1773.0
27078,2020-09-30,east,1509.0
27079,2020-09-30,west,1740.0
27104,2020-10-01,north,1614.0
27105,2020-10-01,south,1599.0
27106,2020-10-01,east,1785.0
27107,2020-10-01,west,1506.0
27132,2020-10-02,north,1689.0
27133,2020-10-02,south,1659.0
27134,2020-10-02,east,1785.0
27135,2020-10-02,west,1701.0
27160,2020-10-03,north,1515.0
27161,2020-10-03,south,1545.0
27162,2020-10-03,east,1599.0
27163,2020-10-03,west,1512.0
27188,2020-10-04,north,1524.0
27189,2020-10-04,south,1779.0
27190,2020-10-04,east,1500.0
27191,2020-10-04,west,1755.0
27216,2020-10-05,north,1773.0
27217,2020-10-05,south,1743.0
27218,2020-10-05,east,1662.0
27219,2020-10-05,west,1596.0
27244,2020-10-06,north,1788.0
27245,2020-10-06,south,1503.0
27246,2020-10-06,east,1779.0
27247,2020-10-06,west,1563.0
27272,2020-10-07,north,1554.0
27273,2020-10-07,south,1734.0
27274,2020-10-07,east,1629.0
27275,2020-10-07,west,1608.0
27300,2020-10-08,north,1794.0
27301,2020-10-08,south,1674.0
27302,2020-10-08,east,1662.0
27303,2020-10-08,west,1788.0
27328,2020-10-09,north,1536.0
27329,2020-10-09,south,1521.0
27330,2020-10-09,east,1656.0
27331,2020-10-09,west,1551.0
27356,2020-10-10,north,1593.0
27357,2020-10-10,south,1590.0
27358,2020-10-10,east,1671.0
27359,2020-10-10,west,1707.0
27384,2020-10-11,north,1569.0
27385,2020-10-11,south,1773.0
27386,2020-10-11,east,1674.0
27387,2020-10-11,west,1536.0
27412,2020-10-12,north,1677.0
27413,2020-10-12,south,1605.0
27414,2020-10-12,east,1653.0
27415,2020-10-12,west,1749.0
27440,2020-10-13,north,1578.0
27441,2020-10-13,south,1638.0
27442,2020-10-13,east,1515.0
27443,2020-10-13,west,1683.0
27468,2020-10-14,north,1680.0
27469,2020-10-14,south,1755.0
27470,2020-10-14,east,1584.0
27471,2020-10-14,west,1590.0
27496,2020-10-15,north,1518.0
27497,2020-10-15,south,1701.0
27498,2020-10-15,east,1716.0
27499,2020-10-15,west,1563.0
27524,2020-10-16,north,1638.0
27525,2020-10-16,south,1689.0
27526,2020-10-16,east,1515.0
27527,2020-10-16,west,1632.0
27552,2020-10-17,north,1509.0
27553,2020-10-17,south,1791.0
27554,2020-10-17,east,1509.0
27555,2020-10-17,west,1776.0
27580,2020-10-18,north,1524.0
27581,2020-10-18,south,1716.0
27582,2020-10-18,east,1578.0
27583,2020-10-18,west,1713.0
27608,2020-10-19,north,1656.0
27609,2020-10-19,south,1725.0
27610,2020-10-19,east,1554.0
27611,2020-10-19,west,1524.0
27636,2020-10-20,north,1569.0
27637,2020-10-20,south,1758.0
27638,2020-10-20,east,1758.0
27639,2020-10-20,west,1614.0
27664,2020-10-21,north,1740.0
27665,2020-10-21,south,1521.0
27666,2020-10-21,east,1722.0
27667,2020-10-21,west,1605.0
27692,2020-10-22,north,1749.0
27693,2020-10-22,south,1638.0
27694,2020-10-22,east,1710.0
27695,2020-10-22,west,1668.0
27720,2020-10-23,north,1635.0
27721,2020-10-23,south,1533.0
27722,2020-10-23,east,1635.0
27723,2020-10-23,west,1575.0
27748,2020-10-24,north,1737.0
27749,2020-10-24,south,1593.0
27750,2020-10-24,east,1707.0
27751,2020-10-24,west,1536.0
27776,2020-10-25,north,1689.0
27777,2020-10-25,south,1680.0
27778,2020-10-25,east,1605.0
27779,2020-10-25,west,1617.0
27804,2020-10-26,north,1746.0
27805,2020-10-26,south,1518.0
27806,2020-10-26,east,1656.0
27807,2020-10-26,west,1542.0
27832,2020-10-27,north,1581.0
27833,2020-10-27,south,1716.0
27834,2020-10-27,east,1683.0
27835,2020-10-27,west,1518.0
27860,2020-10-28,north,1746.0
27861,2020-10-28,south,1587.0
27862,2020-10-28,east,1644.0
27863,2020-10-28,west,1731.0
27888,2020-10-29,north,1770.0
27889,2020-10-29,south,1692.0
27890,2020-10-29,east,1557.0
27891,2020-10-29,west,1524.0
27916,2020-10-30,north,1773.0
27917,2020-10-30,south,1689.0
27918,2020-10-30,east,1776.0
27919,2020-10-30,west,1686.0
27944,2020-10-31,north,1581.0
27945,2020-10-31,south,1758.0
27946,2020-10-31,east,1755.0
27947,2020-10-31,west,1668.0
27972,2020-11-01,north,1665.0
27973,2020-11-01,south,1551.0
27974,2020-11-01,east,1770.0
27975,2020-11-01,west,1593.0
28000,2020-11-02,north,1734.0
28001,2020-11-02,south,1500.0
28002,2020-11-02,east,1740.0
28003,2020-11-02,west,1686.0
28028,2020-11-03,north,1551.0
28029,2020-11-03,south,1752.0
28030,2020-11-03,east,1746.0
28031,2020-11-03,west,1581.0
28056,2020-11-04,north,1773.0
28057,2020-11-04,south,1788.0
28058,2020-11-04,east,1545.0
28059,2020-11-04,west,1506.0
28084,2020-11-05,north,1644.0
28085,2020-11-05,south,1605.0
28086,2020-11-05,east,1686.0
28087,2020-11-05,west,1539.0
28112,2020-11-06,north,1725.0
28113,2020-11-06,south,1599.0
28114,2020-11-06,east,1659.0
28115,2020-11-06,west,1575.0
28140,2020-11-07,north,1653.0
28141,2020-11-07,south,1641.0
28142,2020-11-07,east,1587.0
28143,2020-11-07,west,1758.0
28168,2020-11-08,north,1785.0
28169,2020-11-08,south,1695.0
28170,2020-11-08,east,1581.0
28171,2020-11-08,west,1734.0
28196,2020-11-09,north,1788.0
28197,2020-11-09,south,1593.0
28198,2020-11-09,east,1593.0
28199,2020-11-09,west,1512.0
28224,2020-11-10,north,1638.0
28225,2020-11-10,south,1734.0
28226,2020-11-10,east,1695.0
28227,2020-11-10,west,1638.0
28252,2020-11-11,north,1695.0
28253,2020-11-11,south,1533.0
28254,2020-11-11,east,1731.0
28255,2020-11-11,west,1689.0
28280,2020-11-12,north,1713.0
28281,2020-11-12,south,1596.0
28282,2020-11-12,east,1686.0
28283,2020-11-12,west,1515.0
28308,2020-11-13,north,1581.0
28309,2020-11-13,south,1521.0
28310,2020-11-13,east,1677.0
28311,2020-11-13,west,1635.0
28336,2020-11-14,north,1749.0
28337,2020-11-14,south,1542.0
28338,2020-11-14,east,1602.0
28339,2020-11-14,west,1557.0
28364,2020-11-15,north,1686.0
28365,2020-11-15,south,1638.0
28366,2020-11-15,east,1794.0
28367,2020-11-15,west,1659.0
28392,2020-11-16,north,1773.0
28393,2020-11-16,south,1671.0
28394,2020-11-16,east,1626.0
28395,2020-11-16,west,1725.0
28420,2020-11-17,north,1686.0
28421,2020-11-17,south,1521.0
28422,2020-11-17,east,1734.0
28423,2020-11-17,west,1530.0
28448,2020-11-18,north,1698.0
28449,2020-11-18,south,1770.0
28450,2020-11-18,east,1752.0
28451,2020-11-18,west,1662.0
28476,2020-11-19,north,1566.0
28477,2020-11-19,south,1590.0
28478,2020-11-19,east,1635.0
28479,2020-11-19,west,1698.0
28504,2020-11-20,north,1683.0
28505,2020-11-20,south,1653.0
28506,2020-11-20,east,1527.0
28507,2020-11-20,west,1524.0
28532,2020-11-21,north,1593.0
28533,2020-11-21,south,1656.0
28534,2020-11-21,east,1623.0
28535,2020-11-21,west,1638.0
28560,2020-11-22,north,1596.0
28561,2020-11-22,south,1575.0
28562,2020-11-22,east,1656.0
28563,2020-11-22,west,1725.0
28588,2020-11-23,north,1767.0
28589,2020-11-23,south,1650.0
28590,2020-11-23,east,1641.0
28591,2020-11-23,west,1632.0
28616,2020-11-24,north,1602.0
28617,2020-11-24,south,1632.0
28618,2020-11-24,east,1743.0
28619,2020-11-24,west,1617.0
28644,2020-11-25,north,1725.0
28645,2020-11-25,south,1761.0
28646,2020-11-25,east,1791.0
28647,2020-11-25,west,1620.0
28672,2020-11-26,north,1770.0
28673,2020-11-26,south,1791.0
28674,2020-11-26,east,1665.0
28675,2020-11-26,west,1743.0
28700,2020-11-27,north,1632.0
28701,2020-11-27,south,1587.0
28702,2020-11-27,east,1680.0
28703,2020-11-27,west,1656.0
28728,2020-11-28,north,1746.0
28729,2020-11-28,south,1599.0
28730,2020-11-28,east,1719.0
28731,2020-11-28,west,1794.0
28756,2020-11-29,north,1758.0
28757,2020-11-29,south,1557.0
28758,2020-11-29,east,1647.0
28759,2020-11-29,west,1740.0
28784,2020-11-30,north,1635.0
28785,2020-11-30,south,1584.0
28786,2020-11-30,east,1614.0
28787,2020-11-30,west,1749.0
28812,2020-12-01,north,1587.0
28813,2020-12-01,south,1719.0
28814,2020-12-01,east,1620.0
28815,2020-12-01,west,1656.0
28840,2020-12-02,north,1554.0
28841,2020-12-02,south,1755.0
28842,2020-12-02,east,1737.0
